,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3108,0,0,0,1,43,1,0,1,2,2,0,2,2,2,1,1,1,106.0,3858,0
3109,1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,25.95,824,0
3110,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,1477,0
3111,1,0,1,1,72,1,2,1,0,2,2,0,2,2,2,1,2,103.4,5701,1
3112,1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,5682,0
3113,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,3009,0
3114,1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,3356,0
3115,0,0,0,0,13,1,2,1,0,2,2,0,0,0,0,1,2,84.45,113,1
3116,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3409,0
3117,0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,5761,0
3118,1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,6161,0
3119,0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2277,1
3120,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1223,0
3121,0,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,59.4,49,1
3122,1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,361,0
3123,1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,376,0
3124,1,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,82.85,4766,0
3125,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,5913,0
3126,0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,55,0
3127,0,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,30.6,6229,1
3128,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,404,0
3129,1,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,95.0,5269,0
3130,1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,1214,0
3131,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,4694,0
3132,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,74.3,5717,0
3133,1,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,51.05,3141,0
3134,0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,5531,0
3135,0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,3214,1
3136,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,274,1
3137,0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,3781,0
3138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,3816,1
3139,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,5774,1
3140,1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,225,0
3141,1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,1345,1
3142,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.8,1490,1
3143,1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,72.8,6396,0
3144,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,198,0
3145,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,76.65,2890,1
3146,0,0,1,1,5,1,0,1,0,2,0,2,2,2,0,1,3,99.15,3934,1
3147,0,0,1,0,15,1,0,1,2,0,2,0,2,2,0,0,2,101.75,1152,0
3148,0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3071,0
3149,0,0,0,0,8,1,0,0,0,0,2,2,0,2,0,0,3,64.1,4270,0
3150,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,25.65,3751,0
3151,1,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,3,75.1,288,0
3152,0,0,0,0,26,1,0,1,2,0,2,2,0,2,1,1,0,95.85,2125,0
3153,0,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,54.4,453,0
3154,0,1,0,0,4,1,0,1,0,2,0,0,0,0,0,0,2,72.75,2754,0
3155,1,0,0,1,29,1,0,2,1,1,1,1,1,1,1,0,3,19.85,4465,0
3156,0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,3913,0
3157,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,3670,1
3158,1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,6280,1
3159,1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,2908,0
3160,0,0,1,1,69,0,1,0,2,2,2,2,0,0,2,0,0,46.25,2712,0
3161,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,2821,0
3162,1,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,69.6,719,0
3163,1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,90.7,2957,0
3164,1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,2733,0
3165,1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,3727,0
3166,1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,5286,0
3167,0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4029,0
3168,0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,70,0
3169,1,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,68.75,3019,0
3170,1,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,100.2,2338,0
3171,0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,3697,0
3172,1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2100,1
3173,0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,2666,0
3174,1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2340,0
3175,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,599,1
3176,0,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,25.5,515,0
3177,1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3055,0
3178,1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,3695,1
3179,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,4644,0
3180,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,5091,0
3181,0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,4318,0
3182,0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,3647,0
3183,1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,6394,1
3184,0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,4836,0
3185,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.05,2148,1
3186,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,303,0
3187,1,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,89.85,2688,0
3188,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,3154,1
3189,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,19.8,2363,0
3190,1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3139,0
3191,1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,3266,0
3192,1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,19.15,73,0
3193,0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,4353,0
3194,0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,1977,1
3195,0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,5225,0
3196,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,5567,0
3197,0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,897,1
3198,1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106.0,3569,0
3199,0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1377,0
3200,1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,4415,1
3201,0,0,0,0,50,1,2,0,0,2,0,2,2,2,2,1,3,79.6,3442,0
3202,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,4561,0
3203,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,5219,0
3204,1,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,20.4,6224,0
3205,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,117.6,6139,0
3206,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.0,173,0
3207,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,6366,0
3208,1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,2966,0
3209,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,6395,1
3210,0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,3477,0
3211,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,20.05,2925,0
3212,1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,2751,0
3213,0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,756,0
3214,1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,3398,0
3215,1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,2978,0
3216,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,4228,1
3217,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.45,3588,0
3218,1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,4538,0
3219,0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,4714,0
3220,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,4556,0
3221,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.75,6469,0
3222,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,209,0
3223,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,6420,0
3224,0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,4363,1
3225,0,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,71.95,6378,0
3226,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,745,0
3227,1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,5076,0
3228,1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,4619,0
3229,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,88,1
3230,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,449,0
3231,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,522,0
3232,1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1541,0
3233,1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,334,0
3234,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.7,3846,0
3235,0,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,43.7,2343,0
3236,1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,55.3,6275,0
3237,1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,489,0
3238,0,0,1,1,26,1,0,2,1,1,1,1,1,1,2,0,1,19.65,4187,0
3239,1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,6008,0
3240,0,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,106.55,4759,1
3241,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,1608,1
3242,1,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,20.45,119,0
3243,0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,5572,0
3244,1,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,54.5,4690,0
3245,0,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,1498,1
3246,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,55.15,1042,1
3247,0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6028,0
3248,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,6231,1
3249,0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,4575,0
3250,1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,20.55,1399,0
3251,0,1,0,0,37,1,2,1,2,2,0,0,2,2,0,1,0,106.75,3467,1
3252,1,0,1,1,17,1,2,0,2,0,0,2,0,0,1,1,3,62.1,193,0
3253,0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3174,0
3254,1,1,0,0,17,1,0,1,0,2,2,0,2,2,0,1,2,101.8,1273,0
3255,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,5628,0
3256,1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,4404,0
3257,1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,1771,0
3258,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,2039,0
3259,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,3685,0
3260,1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,2084,1
3261,0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,85.0,4642,0
3262,0,0,1,1,34,1,2,1,0,0,2,0,2,0,0,0,2,87.45,2480,1
3263,0,0,1,1,52,1,0,1,0,2,2,2,0,0,0,0,0,85.8,3766,0
3264,0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,91.1,6474,0
3265,1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1579,1
3266,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.1,852,0
3267,1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,20.05,6450,0
3268,1,0,1,1,24,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1376,0
3269,1,0,0,0,65,1,2,2,1,1,1,1,1,1,1,0,1,24.8,1060,0
3270,0,0,0,0,4,1,2,1,0,0,0,2,2,2,0,1,3,100.85,3405,0
3271,1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,101.35,401,1
3272,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,81.7,6059,1
3273,1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,68.25,1789,1
3274,0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3140,0
3275,0,0,1,0,14,1,0,2,1,1,1,1,1,1,2,0,3,20.4,2523,0
3276,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,2753,1
3277,1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,20.0,1794,0
3278,0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,4292,0
3279,1,0,1,1,23,1,0,0,2,0,0,2,0,0,1,0,1,57.2,779,0
3280,1,0,1,0,55,1,0,0,2,2,2,0,0,0,2,0,2,58.6,2664,0
3281,1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,94.8,3973,0
3282,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,5024,0
3283,0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,822,0
3284,1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,2923,0
3285,1,0,1,0,67,1,0,0,2,2,0,2,0,2,2,1,1,69.2,3954,0
3286,1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3008,1
3287,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1451,1
3288,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,20.85,2362,0
3289,0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3146,0
3290,0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35.0,640,0
3291,0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,55.15,581,0
3292,0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1929,0
3293,0,0,0,0,5,1,2,0,0,2,0,0,0,2,0,1,2,64.0,3190,0
3294,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,5440,1
3295,0,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,80.2,4716,0
3296,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,426,0
3297,0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3095,0
3298,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,6131,0
3299,1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,6035,0
3300,0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,4774,0
3301,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448,1
3302,1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,2662,1
3303,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,2651,1
3304,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,2,109.95,5843,0
3305,1,1,0,0,38,1,2,1,0,0,0,0,2,2,0,0,2,94.75,3158,0
3306,0,0,1,1,3,1,0,1,0,2,0,2,0,0,0,1,2,80.0,2055,0
3307,0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3312,0
3308,0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,0,3,25.2,3310,0
3309,0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,4410,0
3310,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,5910,1
3311,0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,44.8,1734,0
3312,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,1612,0
3313,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,1479,0
3314,0,0,0,0,37,1,0,1,0,2,2,0,0,0,1,0,2,80.05,2615,0
3315,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,107.35,5546,0
3316,0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,47.85,355,0
3317,1,0,1,0,63,1,0,0,2,2,0,2,2,0,1,0,1,70.8,3774,0
3318,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,2203,1
3319,0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,70.75,850,1
3320,1,1,1,0,18,1,0,0,2,0,0,0,0,2,0,1,1,59.1,25,0
3321,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1217,0
3322,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,5838,1
3323,0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,4466,0
3324,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.55,5773,0
3325,1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,2934,1
3326,1,1,0,0,38,1,0,0,0,2,2,2,2,0,1,1,1,70.15,2144,1
3327,1,0,1,0,66,1,2,1,0,2,2,0,0,2,1,0,2,95.3,5075,0
3328,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,5506,0
3329,0,0,1,0,18,1,0,0,0,0,0,2,0,0,0,1,3,50.3,6341,0
3330,1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4162,1
3331,1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0,0
3332,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,3906,1
3333,1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1747,0
3334,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,106.3,3770,1
3335,1,0,0,0,12,1,2,2,1,1,1,1,1,1,0,0,2,25.0,2741,0
3336,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.3,153,0
3337,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.35,4671,0
3338,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,190,1
3339,0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,0,1,88.0,5026,0
3340,0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,3787,1
3341,0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,1735,0
3342,1,0,0,0,40,0,1,0,2,2,2,0,2,2,1,0,1,62.05,2172,0
3343,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,0,20.1,2762,0
3344,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,6070,1
3345,0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,101.35,5681,0
3346,0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,84.05,1428,0
3347,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,20.9,3866,0
3348,0,1,0,0,71,1,2,1,0,2,2,0,2,2,1,1,2,105.9,5786,0
3349,0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,107,1
3350,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,3737,1
3351,0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,6155,1
3352,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,6210,1
3353,1,0,1,0,12,1,0,1,0,2,0,0,0,2,0,1,1,85.05,6529,0
3354,0,0,0,0,54,0,1,0,2,0,0,2,0,2,1,0,0,44.1,2005,0
3355,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,5088,0
3356,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,2027,1
3357,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,4842,1
3358,1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,53.45,854,0
3359,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,1,3,19.95,3557,0
3360,1,0,0,0,13,1,0,1,0,0,2,0,2,0,0,1,2,83.2,121,1
3361,0,1,0,0,64,1,2,0,0,2,2,2,0,2,0,0,1,74.65,4110,0
3362,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,4492,1
3363,1,0,1,0,57,0,1,0,0,2,2,2,2,2,2,1,0,57.5,2842,0
3364,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1890,1
3365,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,19.65,3099,0
3366,1,0,1,0,31,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2540,0
3367,1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,3938,0
3368,0,0,0,0,46,1,2,1,0,2,2,0,0,2,1,1,2,94.15,3753,0
3369,0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,55.6,4786,0
3370,0,0,1,1,53,0,1,0,2,2,2,0,0,2,0,1,0,48.7,2141,0
3371,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,1346,1
3372,1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,4849,0
3373,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,75.45,1030,1
3374,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,79,1
3375,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.9,705,0
3376,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1482,0
3377,1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1100,0
3378,1,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,84.45,4935,0
3379,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.3,3741,0
3380,1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,6442,1
3381,0,0,0,0,41,1,0,0,2,0,2,2,2,2,1,1,0,79.85,2885,0
3382,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,25.55,1439,0
3383,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,3718,1
3384,0,0,1,1,4,1,0,1,0,0,2,0,0,0,0,1,2,73.75,2828,1
3385,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,96.05,283,1
3386,0,0,1,0,58,1,2,0,2,0,0,2,0,2,1,1,2,68.4,3395,0
3387,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,989,0
3388,0,0,1,0,65,1,0,0,2,0,2,0,0,0,0,1,3,55.15,3167,0
3389,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,5513,0
3390,1,0,1,0,56,1,0,2,1,1,1,1,1,1,1,0,1,19.95,241,0
3391,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,5665,0
3392,0,0,1,1,58,1,0,0,0,0,0,0,0,0,1,1,3,44.1,2056,0
3393,1,0,1,0,62,1,2,1,0,0,2,2,2,2,2,1,0,107.6,5460,0
3394,1,0,0,0,26,1,2,0,2,2,0,0,0,0,1,0,2,61.55,1034,0
3395,1,0,0,0,62,1,2,1,2,2,2,0,0,0,0,0,0,90.7,4624,0
3396,0,0,1,1,58,1,0,1,2,2,0,0,2,2,1,0,1,99.25,4813,0
3397,0,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,2,91.7,5172,0
3398,0,0,1,1,61,1,2,1,2,2,2,0,0,2,1,1,1,100.7,4927,0
3399,0,0,0,0,42,1,2,0,0,0,2,2,2,2,2,1,1,78.45,2929,0
3400,1,0,0,0,18,1,2,1,0,0,0,0,2,0,0,0,0,84.3,967,0
3401,0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,1,0,19.55,161,0
3402,0,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,88.95,3076,1
3403,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,1,20.45,6102,0
3404,0,0,0,1,35,1,0,0,2,2,0,0,0,0,1,0,1,55.6,1646,0
3405,0,0,1,1,64,1,2,1,2,0,0,2,0,0,0,1,0,86.8,4451,0
3406,0,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,3,20.95,5395,0
3407,0,1,1,0,67,1,0,2,1,1,1,1,1,1,2,1,0,20.05,480,0
3408,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,50.7,924,1
3409,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,2,113.65,5877,0
